complaint,language,category,subcategory,department,priority,severity_score,district_type,confidence_label
नगर निगम की पार्किंग परिसर के प्रवेश द्वार पर अवैध दुकानों का कब्जा होने से भारी भीड़भाड़ रहती है।,Hindi,Encroachment,Parking Area Encroachment,Municipal Corporation,High,89,Urban,High
सरकारी आपदा राहत गोदाम के लिए आरक्षित भूमि पर अवैध निर्माण कर लिया गया है।,Hindi,Encroachment,Disaster Relief Land Encroachment,Disaster Management Department,Ultra High,95,Rural,High
भविष्य के सार्वजनिक परिवहन रखरखाव डिपो के लिए आरक्षित भूमि पर निजी गोदाम बना दिए गए हैं।,Hindi,Encroachment,Transport Depot Encroachment,Transport Department,High,91,Urban,High
सरकारी जलग्रहण संरक्षण क्षेत्र तक पहुंच अवैध कब्जे के कारण बाधित हो गई है जिससे पर्यावरण संरक्षण प्रभावित हो रहा है।,Hindi,Encroachment,Watershed Land Encroachment,Water Resources Department,Ultra High,94,Rural,High
Government digital service center ke liye reserved land par unauthorized construction ki wajah se citizen services delay ho rahi hain.,Hinglish,Encroachment,Digital Service Center Land Encroachment,Revenue Department,High,90,Urban,High
Village cart track par illegal encroachment hone ki wajah se farmers ko crops transport karne me problem ho rahi hai.,Hinglish,Encroachment,Agricultural Road Encroachment,Rural Development Department,High,87,Rural,High
Government ambulance station ke liye reserved land par private buildings construct kar diye gaye hain.,Hinglish,Encroachment,Ambulance Station Land Encroachment,Health Department,Ultra High,96,Urban,High
Municipal public garden ke liye allocated land par unauthorized commercial structures bana diye gaye hain.,Hinglish,Encroachment,Public Garden Encroachment,Municipal Corporation,Medium,81,Urban,High
Government seed storage facility ke liye reserved land par illegal occupation ki wajah se project delay ho raha hai.,Hinglish,Encroachment,Agricultural Infrastructure Encroachment,Agriculture Department,High,88,Rural,High
Government dairy collection center ke liye reserved land par private fencing karke encroachment kar liya gaya hai.,Hinglish,Encroachment,Dairy Infrastructure Encroachment,Animal Husbandry Department,High,86,Rural,High
Municipal parking complex ke entrance par unauthorized shops ki wajah se heavy congestion ho raha hai.,Hinglish,Encroachment,Parking Area Encroachment,Municipal Corporation,High,89,Urban,High
Government disaster relief warehouse ke liye reserved land par illegal construction kar diya gaya hai.,Hinglish,Encroachment,Disaster Relief Land Encroachment,Disaster Management Department,Ultra High,95,Rural,High
Future public transport maintenance depot ke liye reserved land par private warehouses ne illegal occupation kar liya hai.,Hinglish,Encroachment,Transport Depot Encroachment,Transport Department,High,91,Urban,High
Government watershed conservation area ka access unauthorized occupation ki wajah se block ho gaya hai.,Hinglish,Encroachment,Watershed Land Encroachment,Water Resources Department,Ultra High,94,Rural,High
Unauthorized construction has occupied government land reserved for a regional disaster response center affecting emergency preparedness.,English,Encroachment,Disaster Response Center Encroachment,Disaster Management Department,Ultra High,96,Urban,High
Illegal encroachment has blocked the public road leading to the village milk collection society.,English,Encroachment,Public Road Encroachment,Rural Development Department,High,88,Rural,High
Private buildings have occupied land reserved for a government soil testing laboratory.,English,Encroachment,Soil Testing Facility Encroachment,Agriculture Department,High,90,Rural,High
Unauthorized shops have encroached upon land reserved for a municipal community park.,English,Encroachment,Community Park Encroachment,Municipal Corporation,Medium,82,Urban,High
Illegal occupation of government land has delayed the construction of a rural veterinary dispensary.,English,Encroachment,Veterinary Infrastructure Encroachment,Animal Husbandry Department,High,89,Rural,High
Private boundary walls have occupied land reserved for a public walking track.,English,Encroachment,Walking Track Encroachment,Municipal Corporation,Medium,80,Urban,High
Unauthorized commercial complexes have occupied land earmarked for a government women hostel.,English,Encroachment,Women Hostel Land Encroachment,Women and Child Development Department,High,91,Urban,High
Illegal construction has occupied land reserved for a flood monitoring control room.,English,Encroachment,Flood Management Infrastructure Encroachment,Water Resources Department,Ultra High,95,Rural,High
Private warehouses have encroached upon land reserved for a government cold storage facility for farmers.,English,Encroachment,Cold Storage Land Encroachment,Agriculture Department,High,90,Rural,High
Unauthorized occupation has blocked access to the public solid waste segregation center.,English,Encroachment,Waste Management Infrastructure Encroachment,Municipal Corporation,High,88,Urban,High
सरकारी क्षेत्रीय आपदा प्रतिक्रिया केंद्र के लिए आरक्षित भूमि पर अवैध निर्माण होने से आपातकालीन तैयारियां प्रभावित हो रही हैं।,Hindi,Encroachment,Disaster Response Center Encroachment,Disaster Management Department,Ultra High,96,Urban,High
गांव की दुग्ध संग्रहण समिति तक जाने वाले सार्वजनिक मार्ग पर अवैध कब्जा कर लिया गया है।,Hindi,Encroachment,Public Road Encroachment,Rural Development Department,High,88,Rural,High
सरकारी मृदा परीक्षण प्रयोगशाला के लिए आरक्षित भूमि पर निजी भवन बना दिए गए हैं।,Hindi,Encroachment,Soil Testing Facility Encroachment,Agriculture Department,High,90,Rural,High
नगर निगम के सामुदायिक पार्क के लिए निर्धारित भूमि पर अवैध दुकानें बना दी गई हैं।,Hindi,Encroachment,Community Park Encroachment,Municipal Corporation,Medium,82,Urban,High
सरकारी ग्रामीण पशु चिकित्सालय के लिए आरक्षित भूमि पर अवैध कब्जा होने से निर्माण कार्य रुका हुआ है।,Hindi,Encroachment,Veterinary Infrastructure Encroachment,Animal Husbandry Department,High,89,Rural,High
सार्वजनिक वॉकिंग ट्रैक के लिए आरक्षित भूमि पर निजी चारदीवारी बना दी गई है।,Hindi,Encroachment,Walking Track Encroachment,Municipal Corporation,Medium,80,Urban,High
सरकारी महिला छात्रावास के लिए आरक्षित भूमि पर अवैध व्यावसायिक परिसर बना दिए गए हैं।,Hindi,Encroachment,Women Hostel Land Encroachment,Women and Child Development Department,High,91,Urban,High
बाढ़ निगरानी नियंत्रण कक्ष के लिए आरक्षित भूमि पर अवैध निर्माण कर लिया गया है।,Hindi,Encroachment,Flood Management Infrastructure Encroachment,Water Resources Department,Ultra High,95,Rural,High
सरकारी किसान शीत भंडारण केंद्र के लिए आरक्षित भूमि पर निजी गोदाम बना दिए गए हैं।,Hindi,Encroachment,Cold Storage Land Encroachment,Agriculture Department,High,90,Rural,High
सार्वजनिक ठोस अपशिष्ट पृथक्करण केंद्र तक जाने का मार्ग अवैध कब्जे से बाधित हो गया है।,Hindi,Encroachment,Waste Management Infrastructure Encroachment,Municipal Corporation,High,88,Urban,High
Government regional disaster response center ke liye reserved land par unauthorized construction ki wajah se emergency preparedness affect ho rahi hai.,Hinglish,Encroachment,Disaster Response Center Encroachment,Disaster Management Department,Ultra High,96,Urban,High
Village milk collection society jane wale public road par illegal encroachment ho gaya hai.,Hinglish,Encroachment,Public Road Encroachment,Rural Development Department,High,88,Rural,High
Government soil testing laboratory ke liye reserved land par private buildings construct kar diye gaye hain.,Hinglish,Encroachment,Soil Testing Facility Encroachment,Agriculture Department,High,90,Rural,High
Municipal community park ke liye reserved land par unauthorized shops bana di gayi hain.,Hinglish,Encroachment,Community Park Encroachment,Municipal Corporation,Medium,82,Urban,High
Government rural veterinary dispensary ke liye reserved land par illegal occupation ki wajah se project delay ho raha hai.,Hinglish,Encroachment,Veterinary Infrastructure Encroachment,Animal Husbandry Department,High,89,Rural,High
Public walking track ke liye reserved land par private boundary walls bana di gayi hain.,Hinglish,Encroachment,Walking Track Encroachment,Municipal Corporation,Medium,80,Urban,High
Government women hostel ke liye earmarked land par unauthorized commercial complexes bana diye gaye hain.,Hinglish,Encroachment,Women Hostel Land Encroachment,Women and Child Development Department,High,91,Urban,High
Government flood monitoring control room ke liye reserved land par illegal construction kar diya gaya hai.,Hinglish,Encroachment,Flood Management Infrastructure Encroachment,Water Resources Department,Ultra High,95,Rural,High
Government cold storage facility for farmers ke liye reserved land par private warehouses ne encroachment kar liya hai.,Hinglish,Encroachment,Cold Storage Land Encroachment,Agriculture Department,High,90,Rural,High
Public solid waste segregation center ka access unauthorized occupation ki wajah se block ho gaya hai.,Hinglish,Encroachment,Waste Management Infrastructure Encroachment,Municipal Corporation,High,88,Urban,High
Unauthorized construction has occupied government land reserved for a district fire control room delaying emergency response infrastructure.,English,Encroachment,Fire Control Infrastructure Encroachment,Home Department,Ultra High,96,Urban,High
Illegal encroachment has blocked the public pathway leading to the village drinking water pumping station.,English,Encroachment,Water Pump Station Encroachment,Public Health Engineering Department,Ultra High,94,Rural,High
Private commercial buildings have occupied land reserved for a government agricultural machinery service center.,English,Encroachment,Agricultural Service Center Encroachment,Agriculture Department,High,90,Rural,High
Unauthorized residential buildings have occupied land allocated for a municipal children's park.,English,Encroachment,Children Park Encroachment,Municipal Corporation,Medium,82,Urban,High
Illegal occupation of government land has delayed the construction of a public sanitation maintenance office.,English,Encroachment,Sanitation Infrastructure Encroachment,Urban Administration Department,High,89,Urban,High
Private boundary walls have encroached upon land reserved for a village rainwater storage pond.,English,Encroachment,Rainwater Pond Encroachment,Water Resources Department,High,88,Rural,High
Unauthorized shops have occupied land reserved for a government rural livelihood resource center.,English,Encroachment,Rural Livelihood Center Encroachment,Rural Development Department,High,91,Rural,High
Illegal construction has occupied land designated for a municipal emergency vehicle parking area.,English,Encroachment,Emergency Vehicle Facility Encroachment,Municipal Corporation,Ultra High,95,Urban,High
Private warehouses have encroached upon land reserved for a government fertilizer distribution center.,English,Encroachment,Fertilizer Distribution Land Encroachment,Agriculture Department,High,90,Rural,High
Unauthorized occupation has blocked access to the public stormwater pumping station increasing flood risk during heavy rainfall.,English,Encroachment,Stormwater Infrastructure Encroachment,Urban Administration Department,Ultra High,96,Urban,High
सरकारी जिला अग्निशमन नियंत्रण कक्ष के लिए आरक्षित भूमि पर अवैध निर्माण होने से आपातकालीन सेवाएं प्रभावित हो रही हैं।,Hindi,Encroachment,Fire Control Infrastructure Encroachment,Home Department,Ultra High,96,Urban,High
गांव के पेयजल पंपिंग स्टेशन तक जाने वाले सार्वजनिक मार्ग पर अवैध कब्जा कर लिया गया है।,Hindi,Encroachment,Water Pump Station Encroachment,Public Health Engineering Department,Ultra High,94,Rural,High
सरकारी कृषि मशीनरी सेवा केंद्र के लिए आरक्षित भूमि पर निजी व्यावसायिक भवन बना दिए गए हैं।,Hindi,Encroachment,Agricultural Service Center Encroachment,Agriculture Department,High,90,Rural,High
नगर निगम के बच्चों के पार्क के लिए निर्धारित भूमि पर अवैध आवासीय भवन बना दिए गए हैं।,Hindi,Encroachment,Children Park Encroachment,Municipal Corporation,Medium,82,Urban,High
सरकारी स्वच्छता रखरखाव कार्यालय के लिए आरक्षित भूमि पर अवैध कब्जा होने से निर्माण कार्य रुका हुआ है।,Hindi,Encroachment,Sanitation Infrastructure Encroachment,Urban Administration Department,High,89,Urban,High
गांव के वर्षा जल संग्रहण तालाब के लिए आरक्षित भूमि पर निजी चारदीवारी बनाकर कब्जा कर लिया गया है।,Hindi,Encroachment,Rainwater Pond Encroachment,Water Resources Department,High,88,Rural,High
सरकारी ग्रामीण आजीविका संसाधन केंद्र के लिए आरक्षित भूमि पर अवैध दुकानें बना दी गई हैं।,Hindi,Encroachment,Rural Livelihood Center Encroachment,Rural Development Department,High,91,Rural,High
नगर निगम के आपातकालीन वाहन पार्किंग क्षेत्र के लिए निर्धारित भूमि पर अवैध निर्माण कर लिया गया है।,Hindi,Encroachment,Emergency Vehicle Facility Encroachment,Municipal Corporation,Ultra High,95,Urban,High
सरकारी उर्वरक वितरण केंद्र के लिए आरक्षित भूमि पर निजी गोदाम बना दिए गए हैं।,Hindi,Encroachment,Fertilizer Distribution Land Encroachment,Agriculture Department,High,90,Rural,High
सार्वजनिक वर्षा जल निकासी पंपिंग स्टेशन तक पहुंच अवैध कब्जे के कारण बाधित हो गई है जिससे बाढ़ का खतरा बढ़ गया है।,Hindi,Encroachment,Stormwater Infrastructure Encroachment,Urban Administration Department,Ultra High,96,Urban,High
Government district fire control room ke liye reserved land par unauthorized construction ki wajah se emergency response affect ho raha hai.,Hinglish,Encroachment,Fire Control Infrastructure Encroachment,Home Department,Ultra High,96,Urban,High
Village drinking water pumping station jane wale public pathway par illegal encroachment ho gaya hai.,Hinglish,Encroachment,Water Pump Station Encroachment,Public Health Engineering Department,Ultra High,94,Rural,High
Government agricultural machinery service center ke liye reserved land par private commercial buildings construct kar diye gaye hain.,Hinglish,Encroachment,Agricultural Service Center Encroachment,Agriculture Department,High,90,Rural,High
Municipal children's park ke liye allocated land par unauthorized residential buildings bana diye gaye hain.,Hinglish,Encroachment,Children Park Encroachment,Municipal Corporation,Medium,82,Urban,High
Government public sanitation maintenance office ke liye reserved land par illegal occupation ki wajah se project delay ho raha hai.,Hinglish,Encroachment,Sanitation Infrastructure Encroachment,Urban Administration Department,High,89,Urban,High
Village rainwater storage pond ke liye reserved land par private boundary walls bana kar encroachment kar liya gaya hai.,Hinglish,Encroachment,Rainwater Pond Encroachment,Water Resources Department,High,88,Rural,High
Government rural livelihood resource center ke liye reserved land par unauthorized shops bana di gayi hain.,Hinglish,Encroachment,Rural Livelihood Center Encroachment,Rural Development Department,High,91,Rural,High
Municipal emergency vehicle parking area ke liye designated land par illegal construction kar diya gaya hai.,Hinglish,Encroachment,Emergency Vehicle Facility Encroachment,Municipal Corporation,Ultra High,95,Urban,High
Government fertilizer distribution center ke liye reserved land par private warehouses ne encroachment kar liya hai.,Hinglish,Encroachment,Fertilizer Distribution Land Encroachment,Agriculture Department,High,90,Rural,High
Public stormwater pumping station ka access unauthorized occupation ki wajah se block ho gaya hai aur flood risk badh gaya hai.,Hinglish,Encroachment,Stormwater Infrastructure Encroachment,Urban Administration Department,Ultra High,96,Urban,High
Unauthorized construction has occupied government land reserved for a district e library and digital learning center affecting future public education services.,English,Encroachment,Digital Learning Center Encroachment,School Education Department,High,91,Urban,High
Illegal encroachment has blocked the public pathway leading to the village flood shelter creating difficulties during emergencies.,English,Encroachment,Flood Shelter Access Encroachment,Disaster Management Department,Ultra High,95,Rural,High
Private commercial buildings have occupied land reserved for a government seed processing unit.,English,Encroachment,Seed Processing Unit Encroachment,Agriculture Department,High,89,Rural,High
Unauthorized residential buildings have occupied municipal land reserved for a senior citizen recreation park.,English,Encroachment,Senior Citizen Park Encroachment,Municipal Corporation,Medium,81,Urban,High
Illegal occupation of government land has delayed the construction of a district forensic laboratory.,English,Encroachment,Forensic Laboratory Land Encroachment,Home Department,Ultra High,94,Urban,High
Private fencing has occupied land reserved for a public biodiversity conservation park.,English,Encroachment,Biodiversity Park Encroachment,Forest Department,High,90,Urban,High
Unauthorized warehouses have occupied land reserved for a government crop procurement center.,English,Encroachment,Crop Procurement Center Encroachment,Food and Civil Supplies Department,High,88,Rural,High
Illegal construction has occupied land designated for a municipal emergency communication tower.,English,Encroachment,Emergency Communication Infrastructure Encroachment,Disaster Management Department,Ultra High,96,Urban,High
Private buildings have blocked access to the government fish farming development center affecting local farmers.,English,Encroachment,Fisheries Infrastructure Encroachment,Fisheries Department,High,87,Rural,High
Unauthorized occupation has encroached upon land reserved for a future government women police station.,English,Encroachment,Women Police Station Land Encroachment,Home Department,Ultra High,93,Urban,High
सरकारी जिला ई लाइब्रेरी और डिजिटल लर्निंग सेंटर के लिए आरक्षित भूमि पर अवैध निर्माण कर लिया गया है।,Hindi,Encroachment,Digital Learning Center Encroachment,School Education Department,High,91,Urban,High
गांव के बाढ़ राहत आश्रय तक जाने वाले सार्वजनिक मार्ग पर अवैध कब्जा कर लिया गया है।,Hindi,Encroachment,Flood Shelter Access Encroachment,Disaster Management Department,Ultra High,95,Rural,High
सरकारी बीज प्रसंस्करण इकाई के लिए आरक्षित भूमि पर निजी व्यावसायिक भवन बना दिए गए हैं।,Hindi,Encroachment,Seed Processing Unit Encroachment,Agriculture Department,High,89,Rural,High
नगर निगम के वरिष्ठ नागरिक पार्क के लिए निर्धारित भूमि पर अवैध आवासीय भवन बना दिए गए हैं।,Hindi,Encroachment,Senior Citizen Park Encroachment,Municipal Corporation,Medium,81,Urban,High
सरकारी जिला फोरेंसिक प्रयोगशाला के लिए आरक्षित भूमि पर अवैध कब्जा होने से निर्माण कार्य रुका हुआ है।,Hindi,Encroachment,Forensic Laboratory Land Encroachment,Home Department,Ultra High,94,Urban,High
सार्वजनिक जैव विविधता संरक्षण पार्क के लिए आरक्षित भूमि पर निजी बाड़ लगाकर कब्जा कर लिया गया है।,Hindi,Encroachment,Biodiversity Park Encroachment,Forest Department,High,90,Urban,High
सरकारी फसल खरीद केंद्र के लिए आरक्षित भूमि पर अवैध गोदाम बना दिए गए हैं।,Hindi,Encroachment,Crop Procurement Center Encroachment,Food and Civil Supplies Department,High,88,Rural,High
नगर निगम के आपातकालीन संचार टावर के लिए निर्धारित भूमि पर अवैध निर्माण कर लिया गया है।,Hindi,Encroachment,Emergency Communication Infrastructure Encroachment,Disaster Management Department,Ultra High,96,Urban,High
सरकारी मत्स्य विकास केंद्र तक जाने का मार्ग निजी निर्माण के कारण बाधित हो गया है।,Hindi,Encroachment,Fisheries Infrastructure Encroachment,Fisheries Department,High,87,Rural,High
भविष्य के सरकारी महिला पुलिस थाने के लिए आरक्षित भूमि पर अवैध कब्जा कर लिया गया है।,Hindi,Encroachment,Women Police Station Land Encroachment,Home Department,Ultra High,93,Urban,High
Government district e library aur digital learning center ke liye reserved land par unauthorized construction ki wajah se public education projects affect ho rahe hain.,Hinglish,Encroachment,Digital Learning Center Encroachment,School Education Department,High,91,Urban,High
Village flood shelter jane wale public pathway par illegal encroachment ho gaya hai.,Hinglish,Encroachment,Flood Shelter Access Encroachment,Disaster Management Department,Ultra High,95,Rural,High
Government seed processing unit ke liye reserved land par private commercial buildings construct kar diye gaye hain.,Hinglish,Encroachment,Seed Processing Unit Encroachment,Agriculture Department,High,89,Rural,High
Municipal senior citizen recreation park ke liye allocated land par unauthorized residential buildings bana diye gaye hain.,Hinglish,Encroachment,Senior Citizen Park Encroachment,Municipal Corporation,Medium,81,Urban,High
Government district forensic laboratory ke liye reserved land par illegal occupation ki wajah se project delay ho raha hai.,Hinglish,Encroachment,Forensic Laboratory Land Encroachment,Home Department,Ultra High,94,Urban,High
Public biodiversity conservation park ke liye reserved land par private fencing karke encroachment kar liya gaya hai.,Hinglish,Encroachment,Biodiversity Park Encroachment,Forest Department,High,90,Urban,High
Government crop procurement center ke liye reserved land par unauthorized warehouses bana diye gaye hain.,Hinglish,Encroachment,Crop Procurement Center Encroachment,Food and Civil Supplies Department,High,88,Rural,High
Municipal emergency communication tower ke liye designated land par illegal construction kar diya gaya hai.,Hinglish,Encroachment,Emergency Communication Infrastructure Encroachment,Disaster Management Department,Ultra High,96,Urban,High
Government fish farming development center ka access private construction ki wajah se block ho gaya hai.,Hinglish,Encroachment,Fisheries Infrastructure Encroachment,Fisheries Department,High,87,Rural,High
Future government women police station ke liye reserved land par unauthorized occupation kar liya gaya hai.,Hinglish,Encroachment,Women Police Station Land Encroachment,Home Department,Ultra High,93,Urban,High
An unauthorized three-floor building is being constructed behind Ward 14 community hall without any approval. Please inspect immediately.,English,Illegal Construction,Unauthorized Building,Municipal Corporation,High,86,Urban,High
A shop owner has extended the building onto the public footpath near City Bus Stand making it difficult for pedestrians.,English,Illegal Construction,Footpath Encroachment,Municipal Corporation,Medium,71,Urban,High
Construction work has started on government land beside the primary school in our village. No officials have visited yet.,English,Illegal Construction,Government Land Encroachment,Revenue Department,High,82,Rural,High
An apartment is being built by ignoring the approved setback rules in Green Park Colony.,English,Illegal Construction,Building Plan Violation,Town and Country Planning Department,Medium,68,Urban,High
Illegal basement excavation is continuing near District Hospital despite repeated objections from nearby residents.,English,Illegal Construction,Unsafe Construction,Municipal Corporation,High,87,Urban,High
Someone has occupied the drainage area and started building permanent rooms in Ward 22.,English,Illegal Construction,Drainage Encroachment,Municipal Corporation,High,84,Urban,High
A boundary wall is being constructed over village grazing land near Hanuman Temple.,English,Illegal Construction,Public Land Encroachment,Revenue Department,High,80,Rural,High
The builder is adding two extra floors beyond the sanctioned plan in Shanti Vihar.,English,Illegal Construction,Unauthorized Additional Floors,Town and Country Planning Department,High,89,Urban,High
Construction is happening day and night without any permission near the old market.,English,Illegal Construction,Unauthorized Building,Municipal Corporation,Medium,70,Urban,High
A warehouse is being built on agricultural land without conversion approval outside our village.,English,Illegal Construction,Illegal Land Use,Revenue Department,High,83,Rural,High
There is an illegal commercial complex coming up beside the lake reducing public space.,English,Illegal Construction,Environmental Encroachment,Municipal Corporation,High,88,Urban,High
The owner has enclosed part of the public road while expanding his house in Ward 9.,English,Illegal Construction,Road Encroachment,Municipal Corporation,Medium,73,Urban,High
Construction near the canal has blocked the maintenance pathway used by irrigation workers.,English,Illegal Construction,Canal Encroachment,Revenue Department,Medium,69,Rural,High
A marriage hall is being built without displaying any approval documents near Ring Road.,English,Illegal Construction,Unauthorized Commercial Construction,Municipal Corporation,High,85,Urban,High
People have raised permanent sheds on panchayat land behind the bus stop.,English,Illegal Construction,Panchayat Land Encroachment,Revenue Department,Medium,67,Rural,High
The illegal structure beside the railway crossing keeps expanding every month.,English,Illegal Construction,Unauthorized Building,Municipal Corporation,High,81,Urban,High
Please stop the unauthorized construction beside Saraswati School before it becomes permanent.,English,Illegal Construction,Unauthorized Building,Municipal Corporation,Medium,72,Urban,High
वार्ड 18 में बिना अनुमति के चार मंजिला इमारत बनाई जा रही है। कृपया तुरंत जांच करें।,Hindi,Illegal Construction,Unauthorized Building,Municipal Corporation,High,87,Urban,High
गांव के तालाब की जमीन पर पक्का निर्माण शुरू कर दिया गया है।,Hindi,Illegal Construction,Public Land Encroachment,Revenue Department,High,84,Rural,High
मुख्य सड़क के किनारे दुकान ने अवैध तरीके से आगे निर्माण कर लिया है जिससे रास्ता संकरा हो गया है।,Hindi,Illegal Construction,Road Encroachment,Municipal Corporation,Medium,74,Urban,High
सरकारी स्कूल के पीछे सरकारी जमीन पर मकान बनाया जा रहा है।,Hindi,Illegal Construction,Government Land Encroachment,Revenue Department,High,82,Rural,High
कॉलोनी में स्वीकृत नक्शे से अधिक मंजिलें बनाई जा रही हैं।,Hindi,Illegal Construction,Unauthorized Additional Floors,Town and Country Planning Department,High,88,Urban,High
नाले के ऊपर अवैध निर्माण होने से पानी का बहाव रुक गया है।,Hindi,Illegal Construction,Drainage Encroachment,Municipal Corporation,High,85,Urban,High
बस स्टैंड के पास फुटपाथ पर स्थायी निर्माण कर लिया गया है।,Hindi,Illegal Construction,Footpath Encroachment,Municipal Corporation,Medium,70,Urban,High
हमारे गांव में चरागाह की जमीन पर दीवार खड़ी की जा रही है।,Hindi,Illegal Construction,Public Land Encroachment,Revenue Department,High,81,Rural,High
वार्ड 5 में बिना परमिशन के दुकान का बड़ा हिस्सा सड़क पर बना दिया गया है।,Hindi,Illegal Construction,Road Encroachment,Municipal Corporation,Medium,72,Urban,High
अस्पताल के सामने अवैध कॉम्प्लेक्स का निर्माण लगातार जारी है।,Hindi,Illegal Construction,Unauthorized Commercial Construction,Municipal Corporation,High,86,Urban,High
खेती की जमीन पर बिना अनुमति गोदाम बनाया जा रहा है।,Hindi,Illegal Construction,Illegal Land Use,Revenue Department,High,80,Rural,High
15 जून से लगातार अवैध निर्माण चल रहा है लेकिन कोई कार्रवाई नहीं हुई।,Hindi,Illegal Construction,Unauthorized Building,Municipal Corporation,High,83,Urban,High
मंदिर के पास सार्वजनिक भूमि पर कब्जा करके कमरा बनाया जा रहा है।,Hindi,Illegal Construction,Public Land Encroachment,Revenue Department,High,79,Rural,High
शांति विहार कॉलोनी में बिल्डर नियमों का उल्लंघन कर निर्माण कर रहा है।,Hindi,Illegal Construction,Building Plan Violation,Town and Country Planning Department,High,89,Urban,High
मार्केट के पीछे बिना बोर्ड लगाए निर्माण कार्य चल रहा है।,Hindi,Illegal Construction,Unauthorized Building,Municipal Corporation,Medium,68,Urban,High
गांव की पंचायत भूमि पर पक्का मकान बनाया जा रहा है।,Hindi,Illegal Construction,Panchayat Land Encroachment,Revenue Department,High,82,Rural,High
कृपया इस अवैध निर्माण को तुरंत रुकवाइए इससे आसपास के लोगों को परेशानी हो रही है।,Hindi,Illegal Construction,Unauthorized Building,Municipal Corporation,Medium,71,Urban,High
Ward 11 me bina permission building ban rahi hai pls check.,Hinglish,Illegal Construction,Unauthorized Building,Municipal Corporation,High,84,Urban,High
Hamare gaon ke talab ke paas pakka makan bana diya gaya hai.,Hinglish,Illegal Construction,Public Land Encroachment,Revenue Department,High,82,Rural,High
Builder extra floor bana raha hai jo approved plan me nahi tha.,Hinglish,Illegal Construction,Unauthorized Additional Floors,Town and Country Planning Department,High,88,Urban,High
Road ke upar tak dukaan ka construction kar diya hai traffic bhi rukta hai.,Hinglish,Illegal Construction,Road Encroachment,Municipal Corporation,High,83,Urban,High
Nala cover karke room bana liya hai baarish me problem hogi.,Hinglish,Illegal Construction,Drainage Encroachment,Municipal Corporation,High,85,Urban,High
Govt land pe kisi ne boundary bana di hai near school.,Hinglish,Illegal Construction,Government Land Encroachment,Revenue Department,High,81,Rural,High
Illegal construction market ke piche chal raha h koi action nahi.,Hinglish,Illegal Construction,Unauthorized Building,Municipal Corporation,Medium,69,Urban,High
Bus stand ke side footpath pura cover kar diya construction se.,Hinglish,Illegal Construction,Footpath Encroachment,Municipal Corporation,Medium,72,Urban,High
Village road ke kinare bina approval godown ban raha hai.,Hinglish,Illegal Construction,Illegal Land Use,Revenue Department,High,80,Rural,High
Shiv Colony me builder rules follow nahi kar raha.,Hinglish,Illegal Construction,Building Plan Violation,Town and Country Planning Department,Medium,70,Urban,High
Panchayat ki zameen pe pakka ghar khada kar diya.,Hinglish,Illegal Construction,Panchayat Land Encroachment,Revenue Department,High,79,Rural,High
Hospital ke samne illegal complex ka kaam raat me bhi chal raha hai.,Hinglish,Illegal Construction,Unauthorized Commercial Construction,Municipal Corporation,High,87,Urban,High
Ye construction bilkul galat hai kisi ke paas permit nhi hai.,Hinglish,Illegal Construction,Unauthorized Building,Municipal Corporation,Medium,67,Urban,High
Canal ke paas diwar bana di hai maintenance ka rasta band ho gaya.,Hinglish,Illegal Construction,Canal Encroachment,Revenue Department,Medium,73,Rural,High
15 din se complaint kar rahe hain fir bhi illegal building ka kaam band nahi hua.,Hinglish,Illegal Construction,Unauthorized Building,Municipal Corporation,High,86,Urban,High
Temple ke bagal wali public land pe construction ho raha h pls dekho.,Hinglish,Illegal Construction,Public Land Encroachment,Revenue Department,High,78,Rural,High
An unauthorized marriage hall is being constructed beside Ward 6 park without any approval.,English,Illegal Construction,Unauthorized Commercial Construction,Municipal Corporation,High,84,Urban,High
The owner has covered the entire setback area while constructing a new house in Sunrise Colony.,English,Illegal Construction,Building Plan Violation,Town and Country Planning Department,Medium,69,Urban,High
Illegal construction is happening on forest land near our village boundary.,English,Illegal Construction,Forest Land Encroachment,Forest Department,High,91,Rural,High
A shopping complex is coming up by occupying part of the public road near Gandhi Chowk.,English,Illegal Construction,Road Encroachment,Municipal Corporation,High,87,Urban,High
Construction workers have started building permanent shops on municipal land near the vegetable market.,English,Illegal Construction,Government Land Encroachment,Municipal Corporation,High,85,Urban,High
A house is being built over the village drainage channel causing blockage.,English,Illegal Construction,Drainage Encroachment,Municipal Corporation,High,82,Rural,High
The builder has ignored all safety rules and is constructing additional floors illegally.,English,Illegal Construction,Unauthorized Additional Floors,Town and Country Planning Department,High,89,Urban,High
Someone has built a concrete wall across public access land behind the bus depot.,English,Illegal Construction,Public Land Encroachment,Revenue Department,Medium,74,Urban,High
Illegal construction beside the riverbank is reducing the water flow area.,English,Illegal Construction,Riverbank Encroachment,Revenue Department,High,90,Rural,High
Permanent rooms are being built inside the weekly market area without permission.,English,Illegal Construction,Unauthorized Building,Municipal Corporation,Medium,71,Urban,High
A factory shed is under construction in a residential colony without approval.,English,Illegal Construction,Illegal Land Use,Town and Country Planning Department,High,83,Urban,High
The building under construction is extending onto the neighboring government property.,English,Illegal Construction,Government Land Encroachment,Revenue Department,High,81,Urban,High
Unauthorized construction has occupied the service lane near Highway 30.,English,Illegal Construction,Road Encroachment,Municipal Corporation,High,86,Urban,High
